118382.000000,11.142465,-10.331609,0.877653
118383.000000,11.142413,-10.331681,0.877654
118384.000000,11.142361,-10.331753,0.877655
118385.000000,11.142310,-10.331825,0.877656
118386.000000,11.142258,-10.331897,0.877657
118387.000000,11.142206,-10.331969,0.877658
118388.000000,11.142154,-10.332041,0.877659
118389.000000,11.142102,-10.332113,0.877660
118390.000000,11.142050,-10.332185,0.877661
118391.000000,11.141998,-10.332257,0.877662
118392.000000,11.141946,-10.332329,0.877663
118393.000000,11.141895,-10.332401,0.877664
118394.000000,11.141843,-10.332473,0.877665
118395.000000,11.141791,-10.332545,0.877666
118396.000000,11.141739,-10.332617,0.877667
118397.000000,11.141687,-10.332689,0.877668
118398.000000,11.141635,-10.332761,0.877669
118399.000000,11.141583,-10.332833,0.877670
118400.000000,11.141531,-10.332905,0.877671
118401.000000,11.141480,-10.332977,0.877672
118402.000000,11.141428,-10.333049,0.877673
118403.000000,11.141376,-10.333121,0.877673
118404.000000,11.141324,-10.333193,0.877674
118405.000000,11.141272,-10.333265,0.877675
118406.000000,11.141220,-10.333337,0.877676
118407.000000,11.141168,-10.333409,0.877677
118408.000000,11.141116,-10.333481,0.877678
118409.000000,11.141065,-10.333553,0.877679
118410.000000,11.141013,-10.333625,0.877680
118411.000000,11.140961,-10.333697,0.877681
118412.000000,11.140909,-10.333769,0.877682
118413.000000,11.140857,-10.333841,0.877683
118414.000000,11.140805,-10.333913,0.877684
118415.000000,11.140753,-10.333985,0.877685
118416.000000,11.140701,-10.334057,0.877686
118417.000000,11.140650,-10.334129,0.877687
118418.000000,11.140598,-10.334201,0.877688
118419.000000,11.140546,-10.334273,0.877689
118420.000000,11.140494,-10.334345,0.877690
118421.000000,11.140442,-10.334417,0.877691
118422.000000,11.140390,-10.334490,0.877692
118423.000000,11.140338,-10.334562,0.877693
118424.000000,11.140287,-10.334634,0.877694
118425.000000,11.140235,-10.334706,0.877695
118426.000000,11.140183,-10.334778,0.877696
118427.000000,11.140131,-10.334850,0.877697
118428.000000,11.140079,-10.334922,0.877698
118429.000000,11.140027,-10.334994,0.877699
118430.000000,11.139975,-10.335066,0.877700
118431.000000,11.139923,-10.335138,0.877701
118432.000000,11.139872,-10.335210,0.877702
118433.000000,11.139820,-10.335282,0.877703
118434.000000,11.139768,-10.335354,0.877704
118435.000000,11.139716,-10.335426,0.877705
118436.000000,11.139664,-10.335498,0.877706
118437.000000,11.139612,-10.335570,0.877706
118438.000000,11.139560,-10.335642,0.877707
118439.000000,11.139509,-10.335714,0.877708
118440.000000,11.139457,-10.335786,0.877709
118441.000000,11.139405,-10.335858,0.877710
118442.000000,11.139353,-10.335930,0.877711
118443.000000,11.139301,-10.336002,0.877712
118444.000000,11.139249,-10.336074,0.877713
118445.000000,11.139197,-10.336146,0.877714
118446.000000,11.139146,-10.336218,0.877715
118447.000000,11.139094,-10.336290,0.877716
118448.000000,11.139042,-10.336362,0.877717
118449.000000,11.138990,-10.336434,0.877718
118450.000000,11.138938,-10.336506,0.877719
118451.000000,11.138886,-10.336578,0.877720
118452.000000,11.138834,-10.336650,0.877721
118453.000000,11.138783,-10.336722,0.877722
118454.000000,11.138731,-10.336794,0.877723
118455.000000,11.138679,-10.336866,0.877724
118456.000000,11.138627,-10.336938,0.877725
118457.000000,11.138575,-10.337010,0.877726
118458.000000,11.138523,-10.337082,0.877727
118459.000000,11.138471,-10.337154,0.877728
118460.000000,11.138420,-10.337226,0.877729
118461.000000,11.138368,-10.337298,0.877730
118462.000000,11.138316,-10.337370,0.877731
118463.000000,11.138264,-10.337442,0.877732
118464.000000,11.138212,-10.337514,0.877733
118465.000000,11.138160,-10.337586,0.877734
118466.000000,11.138108,-10.337658,0.877735
118467.000000,11.138057,-10.337730,0.877736
118468.000000,11.138005,-10.337802,0.877737
118469.000000,11.137953,-10.337874,0.877738
118470.000000,11.137901,-10.337946,0.877739
118471.000000,11.137849,-10.338018,0.877739
118472.000000,11.137797,-10.338090,0.877740
118473.000000,11.137746,-10.338162,0.877741
118474.000000,11.137694,-10.338234,0.877742
118475.000000,11.137642,-10.338306,0.877743
118476.000000,11.137590,-10.338378,0.877744
118477.000000,11.137538,-10.338450,0.877745
118478.000000,11.137486,-10.338522,0.877746
118479.000000,11.137434,-10.338594,0.877747
118480.000000,11.137383,-10.338666,0.877748
118481.000000,11.137331,-10.338738,0.877749
