520457.000000,3.508831,-27.601886,1.109761
520458.000000,3.508828,-27.601906,1.109761
520459.000000,3.508824,-27.601926,1.109762
520460.000000,3.508820,-27.601945,1.109762
520461.000000,3.508816,-27.601965,1.109762
520462.000000,3.508812,-27.601985,1.109762
520463.000000,3.508808,-27.602005,1.109763
520464.000000,3.508804,-27.602024,1.109763
520465.000000,3.508800,-27.602044,1.109763
520466.000000,3.508796,-27.602064,1.109763
520467.000000,3.508792,-27.602084,1.109764
520468.000000,3.508789,-27.602103,1.109764
520469.000000,3.508785,-27.602123,1.109764
520470.000000,3.508781,-27.602143,1.109764
520471.000000,3.508777,-27.602163,1.109765
520472.000000,3.508773,-27.602182,1.109765
520473.000000,3.508769,-27.602202,1.109765
520474.000000,3.508765,-27.602222,1.109766
520475.000000,3.508761,-27.602242,1.109766
520476.000000,3.508757,-27.602261,1.109766
520477.000000,3.508753,-27.602281,1.109766
520478.000000,3.508749,-27.602301,1.109767
520479.000000,3.508746,-27.602321,1.109767
520480.000000,3.508742,-27.602341,1.109767
520481.000000,3.508738,-27.602360,1.109767
520482.000000,3.508734,-27.602380,1.109768
520483.000000,3.508730,-27.602400,1.109768
520484.000000,3.508726,-27.602420,1.109768
520485.000000,3.508722,-27.602439,1.109769
520486.000000,3.508718,-27.602459,1.109769
520487.000000,3.508714,-27.602479,1.109769
520488.000000,3.508710,-27.602499,1.109769
520489.000000,3.508707,-27.602518,1.109770
520490.000000,3.508703,-27.602538,1.109770
520491.000000,3.508699,-27.602558,1.109770
520492.000000,3.508695,-27.602578,1.109770
520493.000000,3.508691,-27.602597,1.109771
520494.000000,3.508687,-27.602617,1.109771
520495.000000,3.508683,-27.602637,1.109771
520496.000000,3.508679,-27.602657,1.109771
520497.000000,3.508675,-27.602676,1.109772
520498.000000,3.508671,-27.602696,1.109772
520499.000000,3.508667,-27.602716,1.109772
520500.000000,3.508664,-27.602736,1.109773
520501.000000,3.508660,-27.602755,1.109773
520502.000000,3.508656,-27.602775,1.109773
520503.000000,3.508652,-27.602795,1.109773
520504.000000,3.508648,-27.602815,1.109774
520505.000000,3.508644,-27.602834,1.109774
520506.000000,3.508640,-27.602854,1.109774
520507.000000,3.508636,-27.602874,1.109774
520508.000000,3.508632,-27.602894,1.109775
520509.000000,3.508628,-27.602914,1.109775
520510.000000,3.508625,-27.602933,1.109775
520511.000000,3.508621,-27.602953,1.109775
520512.000000,3.508617,-27.602973,1.109776
520513.000000,3.508613,-27.602993,1.109776
520514.000000,3.508609,-27.603012,1.109776
520515.000000,3.508605,-27.603032,1.109777
520516.000000,3.508601,-27.603052,1.109777
520517.000000,3.508597,-27.603072,1.109777
520518.000000,3.508593,-27.603091,1.109777
520519.000000,3.508589,-27.603111,1.109778
520520.000000,3.508585,-27.603131,1.109778
520521.000000,3.508582,-27.603151,1.109778
520522.000000,3.508578,-27.603170,1.109778
520523.000000,3.508574,-27.603190,1.109779
520524.000000,3.508570,-27.603210,1.109779
520525.000000,3.508566,-27.603230,1.109779
520526.000000,3.508562,-27.603249,1.109780
520527.000000,3.508558,-27.603269,1.109780
520528.000000,3.508554,-27.603289,1.109780
520529.000000,3.508550,-27.603309,1.109780
520530.000000,3.508546,-27.603328,1.109781
520531.000000,3.508543,-27.603348,1.109781
520532.000000,3.508539,-27.603368,1.109781
520533.000000,3.508535,-27.603388,1.109781
520534.000000,3.508531,-27.603407,1.109782
520535.000000,3.508527,-27.603427,1.109782
520536.000000,3.508523,-27.603447,1.109782
520537.000000,3.508519,-27.603467,1.109782
520538.000000,3.508515,-27.603486,1.109783
520539.000000,3.508511,-27.603506,1.109783
520540.000000,3.508507,-27.603526,1.109783
520541.000000,3.508503,-27.603546,1.109784
520542.000000,3.508500,-27.603566,1.109784
520543.000000,3.508496,-27.603585,1.109784
520544.000000,3.508492,-27.603605,1.109784
520545.000000,3.508488,-27.603625,1.109785
520546.000000,3.508484,-27.603645,1.109785
520547.000000,3.508480,-27.603664,1.109785
520548.000000,3.508476,-27.603684,1.109785
520549.000000,3.508472,-27.603704,1.109786
520550.000000,3.508468,-27.603724,1.109786
520551.000000,3.508464,-27.603743,1.109786
520552.000000,3.508461,-27.603763,1.109787
520553.000000,3.508457,-27.603783,1.109787
520554.000000,3.508453,-27.603803,1.109787
520555.000000,3.508449,-27.603822,1.109787
520556.000000,3.508445,-27.603842,1.109788
